id_producto|productos_ean|productos_descripcion|productos_cantidad_presentacion|productos_unidad_medida_presentacion|productos_marca
7791762000980|1|CUADERNO EXITO P/ZURDOS T/DURA 48hojas|1|uni.|LEDESMA S.A.A.I. BOIXADOS
7798262020210|1|PURÉ DE MAN.PERA Y BANANA ZUMMY POU 110 GRM|110|grm|ZUMMY
7790520996435|1|LIMPIADOR LIQUIDO HARMONY GLADE BOT 875 ML|875|ml|GLADE
8445292042987|1|SAB MAGGI MEDIT HORNO|25.00|gr|MAGGI
7790733043094|1|*BANQUETA COLOMBRARO GOL C/U|1|uni.|COLOMBRARO
7798088564578|1|ALIMENTO P/GATOS ADUL.SAB.SAL. Y ATUN CRIADORES BSA 1 KGM|1|kgm|MAIN CRIADORES
7790639002416|1|AGUA MINERALIZADA ARTIFICIAL MENTE SIN GAS CELLIER BOT 2 LT|2000|cmq|CELLIER
7798049540481|1|POROTOS LA ABADIA COLORAD|500.00|gr|LA ABADIA
7891361987443|1|JARRO MUGG RECTO AMARILLO 230 CC.|1|uni.|MERCATOR S.A
7891010255404|1|ENJ.BUCAL LISTERINE ANTICARIES S/ALC. 50|500|ml|JOHNSONS &JOHNSONS
0736684236700|1|FRAZADA FLUORESCENTE (150x235) 11/2pl|1|uni.|LANTERMO S.A
7791828900049|1|P. HIGIENICO D/H FELPITA  INFIN 12MT2 4ROLL 30MT|12|m2|FELPITA
7790895000232|1|GASEOSA COCA COLA LAT 354 CC|354|cmq|COCA COLA
7791130001687|1|CERA LIQ PARA CALZADO COBRA NEGRO BOT 60ML|60|ml|COBRA
7891155008057|1|VASO REFRESCO BRISTOL NADIR 400ml.|1|uni.|DISTRIBUIDORA BRASIN SA
7794000004887|1|KNORR SAZON HORNO LIMON OREGANO 21 GR.|21|Gr|UNILEVER DE ARG. S.A.( FOOD )
7791290792760|1|LUSTRAMUEBLES ESENC.CÍTRICAS CIF GAT 400 ML|400|ml|CIF
8445290572899|1|ALIM P/GATITOS MEGAMIX C/LECHE FELIX BOL 15 KGM|15|kgm|FELIX
7791905023999|1|LIMPIADOR LÍQUIDO LIMÓN ODEX BOT 1800 ML|1800|ml|ODEX
7798090321589|1|CAFÉ TOSTADO MOLIDO SUAVE 1933 CAFÉ MARTINEZ PAQ 260 GRM|260|grm|CAFE MARTINEZ
7792829917692|1|RELOJ REDONDO 20 CM.|1|uni.|YURITY S.A.(ENE&EME)
7790975198637|1|ESPUMANTE DEMI SEC CHANDON BOT 750 ML|750|ml|CHANDON
7792280006270|1|GALLETITAS DULCES AVEN.C/PASAS D/UVA CACHAMAI PAQ 165 GRM|165|grm|CACHAMATE
7790139101046|1|ALCOHOL BIALCOHOL 70% GATILLO 500 ML.|500|ml|PORTA HNOS. S.A.
7790580141516|1|JUGO E/POLVO ANANÁ ARCOR SOB 15 GRM|15|grm|ARCOR
7797087528154|1|LAVAVAJ MIDEA DE-312SAR1|1.00|unidad|MIDEA
7795128086267|1|FRASCO PLASUTIL C/TAPA ROSCA Y SORBETE 3|1|uni.|SIENA SA (PLASUTIL)
7798086620023|1|TOSTADAS DE ARROZ RISKY-DIT DULCES 150 G|150|Gr|KALCLA S.R.L.
7790189021035|1|VINO SYRAH ELEMENTOS BOT 750 CC|750|cmq|ELEMENTOS
7798343751019|1|BARRA DE AVENA CAJÚ ARÁNDANOS INTEGRA FWP 41 GRM|41|grm|ÍNTEGRA
6001298008123|1|BOLSA HERMETICA ZIPLOC GRANDES PAQ 9 UNI|9|uni|ZIPLOC
7791274201141|1|QUITAESMALTE HUMECTANTE ALGABO BOT 200 ML|200|ml|ALGABO
7791337008311|1|YOGUR SACHET LS VAINI ENT|900.00|gr|LA SERENISIMA
7891155037873|1|PLATO PLAYO PETALA 1un|1|uni.|DISTRIBUIDORA BRASIN SA
7797942007275|1|SYRAH ESTATE BOTTLE PUTRUELE BOT 750 ML|750|ml|PUTRUELE
0022796916167|1|ACEITE D/ARGAN D/MARRUECOS OGX BOT 100 ML|100|ml|OGX
7790310985274|1|CHEETOS SAB.QUESO PAQ 43 GRM|43|grm|CHEETOS
7790387800173|1|TE VERDE TARAGUI EST X 25 SAQ 50 GRM|50|grm|TARAGUI
7791672014855|1|ALFAJOR TRIPLE CHOCOLATE FANTOCHE CJA 255 GRM|255|grm|FANTOCHE
7793046007869|1|MERMELADA LIGHT CORMILLOT FRAMBUESA FRA 390 GRM|390|grm|CORMILLOT
7790503198757|1|TOST DE ARROZ 2HNOS CHOCO|60.00|gr|DOS HERMANOS
0041333001098|1|PILAS DURACELL ALCALINAS AAA 4un|4|uni.|DURACELL
7798136300387|1|VINO TORRONTES ELEMENTOS DULCE NATURAL BOT 750 CC|750|cmq|ELEMENTOS
7790580134334|1|RELLENO UNTABLE 3 EN 1 AGUILA POT 290 GRM|290|grm|AGUILA
7790580126070|1|BIZCOCHUELO SABOR VAINILLA ARCOR PAQ 500 GRM|500|grm|ARCOR
7798033620427|1|DCE DE LECHE P PCIO CLASI|1000.00|gr|PRIMER PRECIO
8806097207931|1|CEL SAMSUNG S25ULTRA 512G|1.00|unidad|SAMSUNG
7795318033538|1|L POLVO DESC IGLESIA VIEJ|800.00|gr|IGLESIA VIEJA
7798187780138|1|DULCE FILOMENA NARANJA|450.00|gr|FILOMENA
7790733042462|1|CONSERVADORA FRIO BOX COLOMBRARO 52lt.C/|1|uni.|COLOMBRARO
7790670052678|1|MEDALLON D/CARN.VAC.D/CASA PATY FWP 240 GRM|240|grm|PATY
7790950000160|1|AMERICANO GANCIA BOT 950 CC.|950|ml|GANCIA
7793253007072|1|QUIT MANCH TRENET POLVO|450.00|gr|TRENET
7798111356491|1|MICROONDAS AIWA MWM020N|1.00|unidad|AIWA
7790272001036|1|ACEITE GIRASOL NATURA|3000.00|cm3|NATURA
7794440045914|1|GUANTE CHICO PLUMITA PAR 1 UNI|1|uni|PLUMITA
5014176014582|1|TÉ FOREST FRUIT FUSION AKBAR EST X20 SOB 40 GRM|40|grm|AKBAR
7795643101445|1|GALL P PRECIO AZUC VAINIL|400.00|gr|PRIMER PRECIO
7791102054215|1|ELASTICOS ESCOLARES COOP|8.00|unidad|COOPERATIVA
7791203000142|1|VINO MALBEC LUIGI BOSCA DOC BOT 750 CC|750|cmq|LUIGI BOSCA
7790079024108|1|JAMÓN CRUDO EXTRAFINO ESPUÑA X 100 GRM|100|grm|ESPUÑA
7798116140071|1|PROD A BASE DE MIEL OSITO|340.00|gr|LAGO EPECUEN
7798186034591|1|GOMITAS BILLIKEN|150.00|gr|BILLIKEN
8718699608385|1|LAMPARA PHILIPS ECO LED BULB 9W.Calida|1|uni.|TRANS.SRL
4005808524105|1|DESODORANTE PEDICO SILVER ACTIVE CURITAS AER 150 ML|150|ml|CURITAS
7790790120332|1|POROTOS SECOS REMOJADOS  INCA  LAT 202 GR.|350|grm|INCA
7790070432278|1|ARROZ PREPARADO SAB.VERDEO GALLO PAQ 240 GRM|240|grm|GALLO
7797394002620|1|HUEVO D/CHOCOLATE C/LECHE KINDER CJA 40 GRM|40|grm|KINDER
7792180145567|1|FID P PRECIO MOSTACHOL|500.00|gr|PRIMER PRECIO
8718699748876|1|PLAFON PHILIPS REDONDO 17x5 12W.CALIDA|1|uni.|TRANS.SRL
7794767007121|1|GALLETITAS CERAL ALGARROBA LIGHT 380gr|380|Gr|CERAL
7792410527880|1|WHISKY DOBLE V BOT 1000 ML|1000|ml|DOBLE V
7790040148840|1|ALFAJOR DE CHOCOLATE BON O BON PAQ 60 GRM|60|grm|BON O BON
7794396004522|1|LECHE LV LA SUIPAC DESCRE|1.00|l|LA SUIPACHENSE
7798032484204|1|SET BIJOUTERIE FIORELLA 10CELDAS SET|1|uni.|MAR-PLAST S.A
7791337008205|1|FLAN C/CARAMELO SER POT 95 GRM|95|grm|SER
7790010002912|1|COLONIA FRESCA CARICIA JOHNSON S BABY BOT 200 ML|200|ml|JOHNSON S BABY
7798074865177|1|VINO MALBEC BLANCO KILLKA BOT 750 ML|750|ml|KILLKA
7790070231420|1|ACEITE GIRASOL LIRA BOT 1,5 LTR|1.5|ltr|LIRA
7791451801249|1|DULCE DE MEMBRILLO ESNAOLA LAT 700 GRM|700|grm|ESNAOLA
7509546686455|1|ENJ BUCAL PLAX CLASSIC|500.00|cm3|COLGATE
7796941230981|1|AIRE ACOND RCA 2650W|1.00|unidad|RCA
7798123970388|1|VINO CABERNET SAUV RESERVA LAS PERDICES BOT 750 ML|750|ml|LAS PERDICES
7798334803628|1|CHIMICHURRI KANSAS BOT 280 GRM|280|grm|KANSAS
7798061191722|1|ACEITUNAS VERDES ENTERAS OLIOVITA DOY 300 GRM|300|grm|OLIOVITA
8445291388918|1|LECHE E/POLVO DESCR.EXTR.CALC. SVELTY PAQ 200 GRM|200|grm|SVELTY
7796373113401|1|CEBOLLA VERDEO LA PARMESA|20.00|gr|PARMESANA
7793742003233|1|POST SOLAR DERMAGLOS GEL|150.00|gr|DERMAGLOS
7790740000684|1|AC PLUSBELLE ESENCIA REST|300.00|cm3|PLUSBELLE
7795473027151|1|LAV DREAN NEXT 10.12 P E|1.00|unidad|DREAN
7791293043791|1|DESODORANTE BODY SPRAY MARINE AXE AER 150 ML|150|ml|AXE
7798142356682|1|ENJUAGUE BUC.ANTIB.MENTA SUAVE GUM BOT 500 ML|500|ml|GUM
7791540047862|1|VINO MALBEC DADA BOT 750 ML|750|ml|DADA
7796885457130|1|AIRE INVERTER TH 4500 FC P . . .|1|uni|TOP HOUSE
7798136870743|1|YOGUR DESC.SAB.NAT.DESLACT. C/PROBIOTICOS DAHI POT 190 GRM|190|grm|DAHI
7793890258264|1|RAPIDITAS CLASICAS BIMBO PAQ 275 GRM|275|grm|RAPIDITAS
7791813333029|1|MIRINDA NARANJA|354.00|cm3|MIRINDA
7794851003459|1|*ADHESIVOS PLASTICOLA C/GLITTER 6unx38gr|6|uni.|LEDESMA S.A.A.I. BOIXADOS
7792900990736|1|SALSA RANCH C/SEMILLAS DOS ANCLAS BOT 340 GRM|340|grm|DOS ANCLAS
0041331038522|1|AJI PICANTE GOYA BOT 178 ML|178|ml|GOYA
7896042027906|1|GUARDA TODO PLASUTIL GDE 1un|1|uni.|SIENA SA (PLASUTIL)
7790336041145|1|VINO ESPUMANTE BRUT NATURE ROSÉ MONTCHENOT BOT 750 ML|752|ml|MONTCHENOT
7795643011355|1|GALL.DULC.BUQUITAS RELL.SAB. CHOC.CILO PAQ 150 GRM|150|grm|CILO
7798151953384|1|MANI FRITO SALADO MANI KING PAQ 100 GRM|100|grm|MANI KING
7798088960509|1|MERMELADA DE MEMBRILLO EL BROCAL FRA 420 GRM|420|grm|EL BROCAL
7790580132231|1|MERMELADA LIGHT DE DAMASCO ARCOR FRA 390 GRM|390|grm|ARCOR
7791102054253|1|PAÑO DE PISO COOP BLANCO|1.00|unidad|COOPERATIVA
8806097437376|1|CEL SAMS Z FLIP7 FE BLACK|1.00|unidad|SAMSUNG
5801579149252|1|TABLA BAMBU C/MANIJA METALICA 24X34CM|1|uni.|YURITY S.A.(ENE&EME)
7798013343179|1|CORREA SASHA NYLON FINA|1|uni|DEL CAMPO
7798353195728|1|VINO BLANCO DULCE CORDERO BOT 750 ML|750|ml|CORDERO
7798140259442|1|JABON LIMP. FACIAL CARBON DETOX ASEPXIA BOM 200 ML|200|ml|ASEPXIA
7899975800509|1|OREO SANDWICH AR 81GR|1.00|unidad|Sin Marca
7790580131937|1|POSTRE BC LA CAMPAGÑOLA LIMON CREMA 50 G|50|Gr|ARCOR S.A.I.C.
7791813434023|1|JUGO ENERG.MORAS ZERO GATORADE BOT 400 ML|400|ml|GATORADE
7798078238021|1|VINO TINTO MALBEC LOS PASOS BOT 750 ML|750|ml|LOS PASOS
7798181641459|1|FÓRMULA LÁCTEA UAT ADVANCED 3 SANCOR BEBÉ TTB 200 ML|200|ml|SANCOR BEBE
7613036069724|1|CAFÉ INSTANTÁNEO ALTA RICA NESCAFE FRA 100 GRM|100|grm|NESCAFE GOLD
7790150420331|1|ANIS ALICANTE GRANO|25.00|gr|ALICANTE
7798131250755|1|JAB LIQ DP HEROE BIO EVOL|3000.00|cm3|HEROE
7798081669133|1|VINO TINTO MALBEC Ö-61 BOT 750 ML|750|ml|Ö-61
7509552948028|1|KIT EXCELLENCE CREME T:6.34 CHOCOLATE L'ORÉAL CJA 1 UNI|1|uni|LOREAL
7792410779500|1|GIN TANGERINE SAB.MANDARINA BRIGHTON BOT 700 ML|700|ml|BRIGHTON
7790828104440|1|LAVAVAJILLA GIGANTE GLICERINA 1250 CC.|1250|cc|JOSE GUMA S.A.
7790427000242|1|FIDEOS SEMOLIN C/MORRON TALLARINES N°2 308 PAQ 500 GRM|500|grm|308
7798000210521|1|VINO TINTO MALBEC CABERNET FRANC H J.FABRE BOT 750 ML|750|ml|H J.FABRE
7794626010828|1|TOALLA FEMENINA NORMAL C/A KOTEX PAQ 16 UNI|16|uni|KOTEX
7790240096965|1|MALBEC CALCÁREO PERFILES TRAPICHE BOT 750 ML|750|ml|TRAPICHE
7798130880458|1|ROLLO COC P PRECIO|150.00|unidad|PRIMER PRECIO
7790150438824|1|SAB POL ALICANTE VERDEO|30.00|gr|ALICANTE
7790520028723|1|LUSTRAMUEBLES MULT.SUP. NARANJA CERAMICOL AER 360 CMQ|360|cmq|CERAMICOL
7798184581554|1|LIMPIADOR LIQUIDO CONCENTRADO LAVANDA MULTIMAX SOB 35 ML|35|ml|MULTIMAX
7790975198897|1|VINO ESPUMOSO DÉLICE CHANDON BOT 375 ML|375|ml|CHANDON
7798404470125|1|ACELGA HIDROPONICA PAK CHOI COMPOSTELA PAQ 1 UND|1|uni|COMPOSTELA
7791520009774|1|FECULA VERITAS BEBE HIPOALERGENICO BOT 180 GRM|180|grm|VERITAS
7798051303333|1|VINO TINTO MALBEC BONARDA CHANCES BOT 750 ML|750|ml|CHANCES
7798127922130|1|PIM MORRON SALVITA|185.00|gr|SALVITA
7798184451215|1|GALL AN KIND CHOCO VEGANA|170.00|gr|ANIMAL KIND
7791600030735|1|COLONIA CIEL 250ml|250|ml|CANNON PUNTANA S.A.
7792023921518|1|FLUIDO TRIUNFO 1lts|1|Litros|NESTOR P.CARRARA S.R.L.
7796064003509|1|REJILLA CAPULLO COCINA 1 UNI|1|uni|CAPULLO
7793913013818|1|YOG.DES.C/FRUTA CEREZA TREGAR POT 160 GRM|160|grm|TREGAR
7798224212097|1|NUEZ MOSCADA MOLIDA LA PARMESANA SOB 15 GRM|15|grm|LA PARMESANA
7791290794849|1|LIMP LIQ DRIVE MULTI LAV|450.00|cm3|DRIVE
7791728002478|1|VINO MALBEC MALAMADO BOT 750 CC|750|cmq|MALAMADO
7796941336447|1|TAB 10 GEN2 TCL MEMORIA 4/ 64G . . .|1|uni|TCL
7798013108310|1|LOMITOS D/CERDO CAGNOLI CJA 10 UNI|1|kgm|CAGNOLI
8806092515222|1|CEL SAMSUNG S20 FE BLUE|1.00|unidad|SAMSUNG
7792280006300|1|BARRA D/CEREAL FRUTILLA C/YOG. FRUTTY FWP 24 GRM|24|grm|FRUTTY
7790093527760|1|VINO CABERNET SAUV TERROIR CAFAYATE BOT 750 ML|750|ml|CAFAYATE
7792900092836|1|SALSA BLANCA DOS ANCLAS SOB 40 GRM|40|grm|DOS ANCLAS
7798224212301|1|SALVIA LA PARMESANA SOB 15 GRM|15|grm|LA PARMESANA
7798224212585|1|POLVO PARA HORNEAR LA PARMESANA SOB 50 GRM|50|grm|LA PARMESANA
7796962005438|1|AA PORTATIL PHILCO 2650W|1.00|unidad|PHILCO
7797597000133|1|T/PASC GARCIA|380.00|gr|GARCIA
7794440007127|1|LIMPIAVIDRIOS VIRULANA 1un|1|uni.|MAPA VIRULANA S.A.I. Y C.
7792070001683|1|ACEITE CEBILA OLIVA PET 3000 CC|3000|cc|AGRO ACEITUNERA S.A.
7891024132647|1|CREMA DENTAL COLGATE SENSITIVE PRO ALIVIO POM 110 GRM|110|grm|COLGATE
7797222001115|1|MINIBROCHES X4 UNI PREDULE|4|uni|PRELUDE
7791293050997|1|JABÓN FÚTBOL FANATICS REXONA PAQ 120 GRM|120|grm|REXONA
7791473000583|1|BIZCOCHUELO SAB.CHOCOLATE BON MASE PAQ 750 GRM|750|grm|BON MASE
8410930000681|1|GALLETAS VAINILLAS AL HUEVO SANCHO PANZA PAQ 400 GRM|400|grm|SANCHO PANZA
7794321800458|1|BOLSAS TASK RESIDUOS ROLLO 10ux80x110|10|uni.|ILKO ARGENTINA S.A
7794000005150|1|MAYONESA HELLMANN'S TIPO CASERA DOY PACK|232|Gr|UNILEVER DE ARG. S.A.( FOOD )
4895125911883|1|ESPONJAS DE CELULOSA NATURAL BASICCARE X2 UNI|2|uni|BASICARE
7792459000252|1|ESCOBA BARREMAS SIN CABO 1 UNI|1|uni|BARREMAS
7799155001682|1|AGUA SIN GAS LIMONADA LEVITE BOT 500 ML|500|ml|VDS LEVITE
7792180142719|1|EDULCORANTE C/STEVIA E/SOBRES CAÑUELAS CJA 80 GRM|80|grm|CAÑUELAS
7791102047019|1|COCO COOPERATIVA RALLADO|50.00|gr|COOPERATIVA
7790691003376|1|SET COND.DAYSAL LISO 5pzas|5|uni.|DAYSAL S.R.L.
7798111932237|1|SHAMPOO.TONE VITAE ULTRA GRIS 405ml|405|ml|MARCAS S.R.L.
7792281010207|1|*BALANZA COCINA CAROL 2kg|1|uni.|CINCAM(CAROL) S.A.C.I.F.A. e I.
7790244941889|1|DULCE DE LECHE SAN IGNACIO FRA 450 GRM|450|grm|SAN IGNACIO
7798343751514|1|GALL.C/CHÍA Y ARÁNDANOS ÍNTEGRA FWP 200 GRM|200|grm|ÍNTEGRA
7790580101435|1|GOMITAS PICANTE SAB.UVA SAND. MOGUL FWP 30 GRM|30|grm|MOGUL
7798130880267|1|P HIG P PRECIO HOJA SIMPL|120.00|m|PRIMER PRECIO
7790895067631|1|COCA COLA SIN AZÚCARES BOT 1 LTR|1000|ml|COCA COLA
7791625004261|1|LIMPIATECHOS EXTRALIMP BOCHA 1un|1|uni.|EXTRALIMP S.R.L
4005900528223|1|*CREMA NIVEA MEN LATA 150ml|150|ml|BEIERSDORF S.A.(NIVEA)
7798101650011|1|VINO TINTO MALBEC ORGÁNICO BOUSQUET BOT 750 ML|750|ml|BOUSQUET
7790580138547|1|CHICLES CONFITADOS TURBO MINT TOPLINE SEVEN ENV 50 GRM|50|grm|TOPLINE
0763571820124|1|PAN P/HAMBURGUESA C/QUESO Y PAPA THE FERMENTO BSA 320 GRM|320|grm|THE FERMENTO
7794626015335|1|PAÑALES HUGGIES CLASSIC M|44.00|unidad|HUGGIES
0195890205236|1|NOTEB LENOVO 15ALC6 R5|1.00|unidad|LENOVO
7792281006996|1|CUCHARA CAROL P/PASTA 1un|1|uni.|CINCAM(CAROL) S.A.C.I.F.A. e I.
0070330349926|1|MARCADOR BIC PIZARRA MARKING 1un.Rojo|1|uni.|BIC ARGENTINA S.A.
7794767000344|1|ALFAJOR CERAL CHOCOLATE LIGHT 45gr|1|uni.|CERAL
7792281007665|1|BALDE HIELO CAROL COLOR FLIAR 1un|1|uni.|CINCAM(CAROL) S.A.C.I.F.A. e I.
7790524324661|1|MANÍ CROC.SAB.JAMÓN SERRANO CROPPERS PAQ 85 GRM|85|grm|CROPPERS
7790895000454|1|FANTA NARANJA 1500cc|1500|cc|EMBOTELLADORA DEL ATLANTICO S.A.
0070330189591|1|BOLIGRAFOS BIC CRISTAL BOLD 1.6 2un.Negr|2|uni.|BIC ARGENTINA S.A.
7790520998187|1|DESOD.AMBIENTE ENCANTO DE VAINILLA GLADE AER 360 CMQ|360|cmq|GLADE
7798039600058|1|LECHE ENTERA COTO ULTRAPASTEURIZADA SCH 1 LTR|1|ltr|COTO
7622201745585|1|GALLETITAS DULCES VARIEDAD SURTIDA TERRABUSI PAQ 590 GRM|590|grm|TERRABUSI
7798109289411|1|ESPECIA SAL Y PIMIENTA 1854 FRA 110 GRM|110|grm|1854
7798126290940|1|MAYO ARYTZA AJO|340.00|gr|ARYTZA
7791290793576|1|SUAVIZANTE D/ROPA CONC.CUIDADO ESENCIAL COMFORT DOY 1 LTR|1|ltr|COMFORT
7790064104662|1|HISOPOS ESTRELLA ESTUCHE|100.00|unidad|ESTRELLA
7791843009048|1|VINO NAMPE CHARDONNAY|750.00|cm3|NAMPE
7790117001320|1|BOLSAS KETRA RESID.PLANA 10ux50x70c|10|uni.|NECHO S.A.
7795293101116|1|T/EMP HORNO DON YEYO|330.00|gr|DON YEYO
0754697505262|1|TORTILLA TRIGO C/AJI TIBA|230.00|gr|TIBAX
7790010002653|1|TOALL.FEM.ESP.SUAV.C/ALA SIEMPRE LIBRE PAQ 8 UNI|8|uni|SIEMPRE LIBRE
7792459164015|1|ESPONJA GO BRONCE DORADA BSA 2 UNI|2|uni|GO
7791812033302|1|FID MARCELITO TALLARIN|500.00|gr|MARCELITO
7891150099920|1|MASCARA CAPILAR LUMINOUS UV SEDAL POT 300 GRM|300|grm|SEDAL
7794450004765|1|VINO ESTIBA BLEND|750.00|cm3|ESTIBA
7793008012627|1|KIT COLORAC.E/CREMA T:5 CAST.CLARO ISSUE CJA 1 UNI|1|uni|ISSUE
7792198000315|1|YERBA MATE SELEC.ESPECIAL NATURA PAQ 500 GRM|500|grm|NATURA
7798104307103|1|TÉ ILUMINE X15 SAQ. INTI ZEN CJA 30 GRM|30|grm|INTI ZEN
7791102050118|1|ACET VDE COOPE RELLENA|180.00|gr|COOPERATIVA
7790900046156|1|BOLSAS BOLZIP P/CARTERA Y VIAJES 6un|6|uni.|INDUSTRIAS IBERIA S.A.I.C
7796064003301|1|PAÑO PARA PISO CAPULLO BLANCO X 1 UNI|1|uni|CAPULLO
7798224213469|1|SAZONADOR SAB.MOSTAZA MIEL LA PARMESANA PAQ 20 GRM|20|grm|LA PARMESANA
7798369750416|1|DESNG P PRECIO P DILUIR|100.00|cm3|PRIMER PRECIO
7790073034295|1|PAÑ PAMPERS SUPERSEC G|40.00|unidad|PAMPERS
7798047240444|1|MERM TALZAUBER FRAM C/CHO|400.00|gr|TALZAUBER
7790957000545|1|JORGITO MINI ALFAJOR CHOCOLATE PAQ.X 6 UNID.|1.00|unidad|Sin Marca
7794990879557|1|MANTECA LA PAULINA 500GR.|500|Gr|MOLFINO HNOS. S.A.
8935669881238|1|*RODILLO REPOSTERIA PARA MODELAR 19x11cm|1|uni.|IDEAS RODECA S.R.L
7500435228572|1|PAÑALES PAMPERS BABYSAN GDE 40 UNI.|40|uni.|PROCTER Y GAMBLE de ARGENTINA S.A.
7794377085533|1|BOCAD CEREAL C.CH X 150G .|150|grm|LOS CAROLINOS
7790360983954|1|SALCHICHAS SWIFT PAQ 450 GRM|450|grm|SWIFT
7790380258063|1|CARAMELOS ÁCIDOS SAB.BLUEBERRY PAL.DE LA SELVA PAQ 150 GRM|150|grm|PAL.DE LA SELVA
7791102055212|1|ZANAHORIA COOPE CUBOS|300.00|gr|COOPERATIVA
7790613071537|1|CERA SUIZA EN PASTA ROBLE CLARO 450cc|450|cc|VILLARD LOUIS S.A.
7795128001444|1|CUBETERAS PLASUTIL APLILABLE 2un|2|uni.|SIENA SA (PLASUTIL)
7793008012726|1|KIT COLORAC.E/CREMA T:7.1 RUB.CENIZA ISSUE CJA 1 UNI|1|uni|ISSUE
7791293047737|1|AC SEDAL JENGIBRE Y RICIN|340.00|cm3|SEDAL
7790550029417|1|CAFE LPC INST DOYPACK CLA|160.00|gr|LA PLANTA DE CAFé.
4894947019081|1|CEL TECNO POVA 6 GAM GREE|1.00|unidad|TECNO
7798039590373|1|VINO TRIVENTO TRIBU CAB|750.00|cm3|TRIVENTO TRIBU
0070330350069|1|RESALTADOR BIC MARKING 1un.Verde|1|uni.|BIC ARGENTINA S.A.
7793046008613|1|MERMELADA DULCOR LIGHT DURAZNO POTE 420g|420|Gr|DULCOR S.A.
7792281441018|1|JGO.CUBIERTOS CAROL JARRA P/VERT. 24pzas|24|uni.|CINCAM(CAROL) S.A.C.I.F.A. e I.
7509552928860|1|CREMA P/PEINAR ELVIVE GLYCO GLOSS 250 ML|250|ml|LOREAL ARGENTINA S.A
7790142018539|1|ALIMENTO MIZZI CAT CARNE 1 KG.|1|Kg|PETFOOD SALADILLO
7798130951776|1|CHUPETIN CRAZY POP TIRA UVA 1 UNI.|1|uni.|IMPORTADORA SUDAMERICANA S.R.L
7501017660315|1|SALSA EXTRA PIC.CHILE HABANERO EL YUCATECO BOT 120 ML|120|ml|EL YUCATECO
7798049544120|1|POROTOS P PCIO ALUBIAS|500.00|gr|PRIMER PRECIO
7792260640210|1|MERMELADA DE CIRUELA ORIETA POT 420 GRM|420|grm|ORIETA
7798338290073|1|LECHE LV DESCR ANGELITA|1.00|l|ANGELITA
7797087534339|1|AIRE SURREY FC 3105KCAL|1.00|unidad|SURREY
7791600161651|1|NECESER KEVIN ABSOLUTE|1.00|unidad|KEVIN
7790220002351|1|HARINA GRACIELA REAL 000 25 KG|25|Kg|JOSE MINETTI Y CIA. S.A.C.I.
7792184003283|1|BISCUITS SORIANO CON CHIPS PAQ 200  GRM|200|grm|SORIANO
7798131250540|1|LAVAVAJILLAS MAS CREMOSO GLICERIN.HEROE PLUS BOT 750 ML|750|ml|HEROE
7798124362649|1|JABÓN LÍQUIDO EVOLUTION ECOVITA BOT 3 LTR|3|ltr|ECOVITA
7790189021059|1|VINO TORRONTES ELEMENTOS BOT 750 CC|750|cmq|ELEMENTOS
7790787016518|1|QUESO UNTABLE CLASICO ILOLAY POT 190 GRM|190|grm|ILOLAY
7791200200835|1|VODKA COSMIC SKYY BOT 700 ML|700|ml|SKYY
7790387010046|1|MATE COCIDO TARAGUI ENSOBRADO EST 40 SAQ|120|grm|TARAGUI
7798125155608|1|QUITAMANCHAS MERCLIN SALSA Y CHOCOLATE 6|60|ml|NESTOR P.CARRARA S.R.L.
7790117007131|1|BOLSAS DE RESIDUOS 50 X 65 CON CINTA P/CIERRE KETRA X 14 UNI|14|uni|KETRA
7797906055014|1|PAPAS PRE FRITAS BASTON + FINITAS MC CAIN BSA 700 GRM|700|grm|MC CAIN
7790696002176|1|COCTEL ABETO 4 FRUTAS|820.00|gr|ABETO
7622210732507|1|TAB MILKA ALMOND|300.00|gr|MILKA
8904227322889|1|SAHUMERIOS ZED BLACK HEXAGONAL 15un|15|uni.|YURITY S.A.(ENE&EME)
7891010257378|1|SHAMPOO ORIG. JOHNSON S BABY POU 180 ML|180|ml|JOHNSON S BABY
7790520990020|1|LIMPIADOR GEL PARA INODORO  TROPICAL PATO BOT 500 ML|500|ml|PATO PURIFIC
4006000067933|1|SERUM ANTI-ARRUGAS Q10 NIVEA CJA 30 ML|30|ml|NIVEA
7790895006753|1|COCA COLA|237.00|cm3|COCA COLA
8901023025075|1|AER POWER POCKET ROSEFRES|10.00|gr|AER
7790560009065|1|ESP SED METAL ACERO 30GR|1.00|unidad|SED METAL
7790119010528|1|VINO EL ABUELO MARSALA|750.00|cm3|EL ABUELO
8412300001175|1|*LECHE NIVEA VISAGE LIMPIAD.REFRESCANTE|200|ml|BEIERSDORF S.A.(NIVEA)
7792280005686|1|YERBA MATE C/HIERBAS COMPUESTA CACHAMATE PAQ 500 GRM|500|grm|CACHAMATE
7799031043003|1|CEPILL ESPEJO LILO STITCH|1.00|unidad|CLANDY
7702018072408|1|MAQ.DE AFEITAR GILLETTE SIMPLY VENUS 3 BLI 4 UNI|4|uni|GILLETTE
7798113300041|1|GASEOSA SAB.NARANJA MANAOS BOT 2.25 LTR|2.25|ltr|MANAOS
7790742335807|1|LECHE DES.LV HIERRO LA SERENISIMA BOT 1 LTR|1|ltr|LA SERENISIMA
7790895649301|1|CEPITA 20% NARANJA 200ML|1.00|unidad|Sin Marca
